"t","Vehicle","Scenario","Demand"
2022,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Baseline",486.840919040554
2022,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",486.840919040554
2022,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",486.840919040554
2022,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-USA Recycling",486.840919040554
2022,"Additional LIB","Ambitious-Baseline-High Capacity-Baseline-Baseline",486.840919040554
2022,"Additional LIB","Ambitious-Baseline-Low Capacity-Baseline-Baseline",486.840919040554
2022,"Additional LIB","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",486.840919040554
2022,"Additional LIB","Ambitious-Double LFP-Baseline-Baseline-Baseline",486.840919040554
2022,"Additional LIB","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",486.840919040554
2022,"Additional LIB","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",486.840919040554
2022,"Additional LIB","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",486.840919040554
2022,"Bus","Ambitious-Baseline-Baseline-Baseline-Baseline",5501.47517133481
2022,"Bus","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",5501.47517133481
2022,"Bus","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",5501.47517133481
2022,"Bus","Ambitious-Baseline-Baseline-Baseline-USA Recycling",5501.47517133481
2022,"Bus","Ambitious-Baseline-High Capacity-Baseline-Baseline",5501.47517133481
2022,"Bus","Ambitious-Baseline-Low Capacity-Baseline-Baseline",5501.47517133481
2022,"Bus","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",5501.47517133481
2022,"Bus","Ambitious-Double LFP-Baseline-Baseline-Baseline",5501.47517133481
2022,"Bus","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",5501.47517133481
2022,"Bus","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",5501.47517133481
2022,"Bus","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",5501.47517133481
2022,"Car","Ambitious-Baseline-Baseline-Baseline-Baseline",55599.6166485292
2022,"Car","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",55599.6166485292
2022,"Car","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",55599.6166485292
2022,"Car","Ambitious-Baseline-Baseline-Baseline-USA Recycling",55599.6166485292
2022,"Car","Ambitious-Baseline-High Capacity-Baseline-Baseline",55599.6166485292
2022,"Car","Ambitious-Baseline-Low Capacity-Baseline-Baseline",55599.6166485292
2022,"Car","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",55599.6166485292
2022,"Car","Ambitious-Double LFP-Baseline-Baseline-Baseline",55599.6166485292
2022,"Car","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",55599.6166485292
2022,"Car","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",55599.6166485292
2022,"Car","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",55599.6166485292
2022,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Baseline",857.856346156807
2022,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",857.856346156807
2022,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",857.856346156807
2022,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-USA Recycling",857.856346156807
2022,"Heavy truck","Ambitious-Baseline-High Capacity-Baseline-Baseline",857.856346156807
2022,"Heavy truck","Ambitious-Baseline-Low Capacity-Baseline-Baseline",857.856346156807
2022,"Heavy truck","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",857.856346156807
2022,"Heavy truck","Ambitious-Double LFP-Baseline-Baseline-Baseline",857.856346156807
2022,"Heavy truck","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",857.856346156807
2022,"Heavy truck","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",857.856346156807
2022,"Heavy truck","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",857.856346156807
2022,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Baseline",3648.48083885316
2022,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",3648.48083885316
2022,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",3648.48083885316
2022,"Medium truck","Ambitious-Baseline-Baseline-Baseline-USA Recycling",3648.48083885316
2022,"Medium truck","Ambitious-Baseline-High Capacity-Baseline-Baseline",3648.48083885316
2022,"Medium truck","Ambitious-Baseline-Low Capacity-Baseline-Baseline",3648.48083885316
2022,"Medium truck","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",3648.48083885316
2022,"Medium truck","Ambitious-Double LFP-Baseline-Baseline-Baseline",3648.48083885316
2022,"Medium truck","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",3648.48083885316
2022,"Medium truck","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",3648.48083885316
2022,"Medium truck","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",3648.48083885316
2022,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Baseline",29667.0303260599
2022,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",29667.0303260599
2022,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",29667.0303260599
2022,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-USA Recycling",29667.0303260599
2022,"Other Sectors","Ambitious-Baseline-High Capacity-Baseline-Baseline",29667.0303260599
2022,"Other Sectors","Ambitious-Baseline-Low Capacity-Baseline-Baseline",29667.0303260599
2022,"Other Sectors","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",29667.0303260599
2022,"Other Sectors","Ambitious-Double LFP-Baseline-Baseline-Baseline",29667.0303260599
2022,"Other Sectors","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",29667.0303260599
2022,"Other Sectors","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",29667.0303260599
2022,"Other Sectors","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",29667.0303260599
2022,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Baseline",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",6012.04595978322
2022,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",6045.05479126281
2022,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-USA Recycling",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Baseline-High Capacity-Baseline-Baseline",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Baseline-Low Capacity-Baseline-Baseline",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",6045.05479126281
2022,"Stationary Power Storage","Ambitious-Double LFP-Baseline-Baseline-Baseline",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",6031.07791358681
2022,"Stationary Power Storage","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",6031.07791358681
2022,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-Baseline",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-USA Recycling",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Baseline-High Capacity-Baseline-Baseline",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Baseline-Low Capacity-Baseline-Baseline",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Double LFP-Baseline-Baseline-Baseline",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",6709.4021243668
2022,"Two/Three Wheelers","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",6709.4021243668
2022,"Van","Ambitious-Baseline-Baseline-Baseline-Baseline",5049.04365308448
2022,"Van","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",5049.04365308448
2022,"Van","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",5049.04365308448
2022,"Van","Ambitious-Baseline-Baseline-Baseline-USA Recycling",5049.04365308448
2022,"Van","Ambitious-Baseline-High Capacity-Baseline-Baseline",5049.04365308448
2022,"Van","Ambitious-Baseline-Low Capacity-Baseline-Baseline",5049.04365308448
2022,"Van","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",5049.04365308448
2022,"Van","Ambitious-Double LFP-Baseline-Baseline-Baseline",5049.04365308448
2022,"Van","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",5049.04365308448
2022,"Van","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",5049.04365308448
2022,"Van","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",5049.04365308448
2023,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Baseline",1087.93117432273
2023,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",1087.93117432273
2023,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",1087.93117432273
2023,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-USA Recycling",1087.93117432273
2023,"Additional LIB","Ambitious-Baseline-High Capacity-Baseline-Baseline",1117.87077085833
2023,"Additional LIB","Ambitious-Baseline-Low Capacity-Baseline-Baseline",1065.94528884646
2023,"Additional LIB","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",1065.94528884646
2023,"Additional LIB","Ambitious-Double LFP-Baseline-Baseline-Baseline",1087.70209310918
2023,"Additional LIB","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",1087.88900096398
2023,"Additional LIB","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",1087.93117432273
2023,"Additional LIB","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",1087.93117432273
2023,"Bus","Ambitious-Baseline-Baseline-Baseline-Baseline",7555.33027513196
2023,"Bus","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",7555.33027513196
2023,"Bus","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",7555.33027513196
2023,"Bus","Ambitious-Baseline-Baseline-Baseline-USA Recycling",7555.33027513196
2023,"Bus","Ambitious-Baseline-High Capacity-Baseline-Baseline",7803.83939594401
2023,"Bus","Ambitious-Baseline-Low Capacity-Baseline-Baseline",7316.76151915238
2023,"Bus","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",7316.76151915238
2023,"Bus","Ambitious-Double LFP-Baseline-Baseline-Baseline",7555.33027513196
2023,"Bus","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",7555.33027513196
2023,"Bus","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",7555.33027513196
2023,"Bus","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",7555.33027513196
2023,"Car","Ambitious-Baseline-Baseline-Baseline-Baseline",75998.0795878494
2023,"Car","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",75998.0795878494
2023,"Car","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",75998.0795878494
2023,"Car","Ambitious-Baseline-Baseline-Baseline-USA Recycling",75998.0795878494
2023,"Car","Ambitious-Baseline-High Capacity-Baseline-Baseline",78800.4267396239
2023,"Car","Ambitious-Baseline-Low Capacity-Baseline-Baseline",74734.4796985391
2023,"Car","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",74734.4796985391
2023,"Car","Ambitious-Double LFP-Baseline-Baseline-Baseline",75638.2697296539
2023,"Car","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",75931.8269082906
2023,"Car","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",75998.0795878494
2023,"Car","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",75998.0795878494
2023,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Baseline",1348.14187362357
2023,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",1348.14187362357
2023,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",1348.14187362357
2023,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-USA Recycling",1348.14187362357
2023,"Heavy truck","Ambitious-Baseline-High Capacity-Baseline-Baseline",1396.38345959295
2023,"Heavy truck","Ambitious-Baseline-Low Capacity-Baseline-Baseline",1327.68227243119
2023,"Heavy truck","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",1327.68227243119
2023,"Heavy truck","Ambitious-Double LFP-Baseline-Baseline-Baseline",1348.14187362357
2023,"Heavy truck","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",1348.14187362357
2023,"Heavy truck","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",1348.14187362357
2023,"Heavy truck","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",1348.14187362357
2023,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Baseline",5390.01200618362
2023,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",5390.01200618362
2023,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",5390.01200618362
2023,"Medium truck","Ambitious-Baseline-Baseline-Baseline-USA Recycling",5390.01200618362
2023,"Medium truck","Ambitious-Baseline-High Capacity-Baseline-Baseline",5585.84031399858
2023,"Medium truck","Ambitious-Baseline-Low Capacity-Baseline-Baseline",5307.76411690135
2023,"Medium truck","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",5307.76411690135
2023,"Medium truck","Ambitious-Double LFP-Baseline-Baseline-Baseline",5390.01200618362
2023,"Medium truck","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",5390.01200618362
2023,"Medium truck","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",5390.01200618362
2023,"Medium truck","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",5390.01200618362
2023,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Baseline",30132.5762682635
2023,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",30132.5762682635
2023,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",30132.5762682635
2023,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-USA Recycling",30132.5762682635
2023,"Other Sectors","Ambitious-Baseline-High Capacity-Baseline-Baseline",30132.5762682635
2023,"Other Sectors","Ambitious-Baseline-Low Capacity-Baseline-Baseline",30132.5762682635
2023,"Other Sectors","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",30132.5762682635
2023,"Other Sectors","Ambitious-Double LFP-Baseline-Baseline-Baseline",30132.5762682635
2023,"Other Sectors","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",30132.5762682635
2023,"Other Sectors","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",30132.5762682635
2023,"Other Sectors","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",30132.5762682635
2023,"Recycling","Ambitious-Baseline-Baseline-Baseline-Baseline",-2051.41186061218
2023,"Recycling","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",-2012.6039471126
2023,"Recycling","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",-2134.54546546227
2023,"Recycling","Ambitious-Baseline-Baseline-Baseline-USA Recycling",-2067.91357662717
2023,"Recycling","Ambitious-Baseline-High Capacity-Baseline-Baseline",-2051.41186061218
2023,"Recycling","Ambitious-Baseline-Low Capacity-Baseline-Baseline",-2051.41186061218
2023,"Recycling","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",-2134.54546546227
2023,"Recycling","Ambitious-Double LFP-Baseline-Baseline-Baseline",-2051.41186061218
2023,"Recycling","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",-2051.41186061218
2023,"Recycling","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",-2051.41186061218
2023,"Recycling","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",-2051.41186061218
2023,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Baseline",2077.25581623552
2023,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",2070.56429537702
2023,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",2082.10363582604
2023,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-USA Recycling",2077.25581623552
2023,"Stationary Power Storage","Ambitious-Baseline-High Capacity-Baseline-Baseline",2077.12700084308
2023,"Stationary Power Storage","Ambitious-Baseline-Low Capacity-Baseline-Baseline",2077.35499394096
2023,"Stationary Power Storage","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",2082.1597664763
2023,"Stationary Power Storage","Ambitious-Double LFP-Baseline-Baseline-Baseline",2077.25581623552
2023,"Stationary Power Storage","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",2077.25581623552
2023,"Stationary Power Storage","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",2077.25581623552
2023,"Stationary Power Storage","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",2077.25581623552
2023,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-Baseline",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Baseline-Baseline-Baseline-USA Recycling",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Baseline-High Capacity-Baseline-Baseline",7997.75585426424
2023,"Two/Three Wheelers","Ambitious-Baseline-Low Capacity-Baseline-Baseline",7308.19702855807
2023,"Two/Three Wheelers","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",7308.19702855807
2023,"Two/Three Wheelers","Ambitious-Double LFP-Baseline-Baseline-Baseline",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",7617.27697055982
2023,"Two/Three Wheelers","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",7617.27697055982
2023,"Van","Ambitious-Baseline-Baseline-Baseline-Baseline",8869.22793831277
2023,"Van","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",8869.22793831277
2023,"Van","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",8869.22793831277
2023,"Van","Ambitious-Baseline-Baseline-Baseline-USA Recycling",8869.22793831277
2023,"Van","Ambitious-Baseline-High Capacity-Baseline-Baseline",9018.46274369043
2023,"Van","Ambitious-Baseline-Low Capacity-Baseline-Baseline",8749.01101175854
2023,"Van","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",8749.01101175854
2023,"Van","Ambitious-Double LFP-Baseline-Baseline-Baseline",8869.22793831277
2023,"Van","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",8869.22793831277
2023,"Van","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",8869.22793831277
2023,"Van","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",8869.22793831277
2024,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Baseline",2151.49145337212
2024,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",2151.49145337212
2024,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",2151.49145337212
2024,"Additional LIB","Ambitious-Baseline-Baseline-Baseline-USA Recycling",2151.49145337212
2024,"Additional LIB","Ambitious-Baseline-High Capacity-Baseline-Baseline",2278.70999465126
2024,"Additional LIB","Ambitious-Baseline-Low Capacity-Baseline-Baseline",2058.41958882688
2024,"Additional LIB","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",2058.41958882688
2024,"Additional LIB","Ambitious-Double LFP-Baseline-Baseline-Baseline",2150.70340505759
2024,"Additional LIB","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",2151.31381381465
2024,"Additional LIB","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",2151.49145337212
2024,"Additional LIB","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",2151.49145337212
2024,"Bus","Ambitious-Baseline-Baseline-Baseline-Baseline",11175.2452412617
2024,"Bus","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",11175.2452412617
2024,"Bus","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",11175.2452412617
2024,"Bus","Ambitious-Baseline-Baseline-Baseline-USA Recycling",11175.2452412617
2024,"Bus","Ambitious-Baseline-High Capacity-Baseline-Baseline",11911.0960946755
2024,"Bus","Ambitious-Baseline-Low Capacity-Baseline-Baseline",10468.8284219845
2024,"Bus","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",10468.8284219845
2024,"Bus","Ambitious-Double LFP-Baseline-Baseline-Baseline",11175.2452412617
2024,"Bus","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",11175.2452412617
2024,"Bus","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",11175.2452412617
2024,"Bus","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",11175.2452412617
2024,"Car","Ambitious-Baseline-Baseline-Baseline-Baseline",95211.5030648479
2024,"Car","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",95211.5030648479
2024,"Car","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",95211.5030648479
2024,"Car","Ambitious-Baseline-Baseline-Baseline-USA Recycling",95211.5030648479
2024,"Car","Ambitious-Baseline-High Capacity-Baseline-Baseline",102048.877327624
2024,"Car","Ambitious-Baseline-Low Capacity-Baseline-Baseline",91776.7578479209
2024,"Car","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",91776.7578479209
2024,"Car","Ambitious-Double LFP-Baseline-Baseline-Baseline",94539.4742678645
2024,"Car","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",95036.6260106152
2024,"Car","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",95211.5030648479
2024,"Car","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",95211.5030648479
2024,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Baseline",2762.18725206284
2024,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",2762.18725206284
2024,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",2762.18725206284
2024,"Heavy truck","Ambitious-Baseline-Baseline-Baseline-USA Recycling",2762.18725206284
2024,"Heavy truck","Ambitious-Baseline-High Capacity-Baseline-Baseline",2961.57398469223
2024,"Heavy truck","Ambitious-Baseline-Low Capacity-Baseline-Baseline",2677.62591456377
2024,"Heavy truck","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",2677.62591456377
2024,"Heavy truck","Ambitious-Double LFP-Baseline-Baseline-Baseline",2762.18725206284
2024,"Heavy truck","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",2762.18725206284
2024,"Heavy truck","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",2762.18725206284
2024,"Heavy truck","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",2762.18725206284
2024,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Baseline",7737.34656916908
2024,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",7737.34656916908
2024,"Medium truck","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",7737.34656916908
2024,"Medium truck","Ambitious-Baseline-Baseline-Baseline-USA Recycling",7737.34656916908
2024,"Medium truck","Ambitious-Baseline-High Capacity-Baseline-Baseline",8299.97946262388
2024,"Medium truck","Ambitious-Baseline-Low Capacity-Baseline-Baseline",7501.04075391808
2024,"Medium truck","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",7501.04075391808
2024,"Medium truck","Ambitious-Double LFP-Baseline-Baseline-Baseline",7737.34656916908
2024,"Medium truck","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",7737.34656916908
2024,"Medium truck","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",7737.34656916908
2024,"Medium truck","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",7737.34656916908
2024,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Baseline",30616.4346255882
2024,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",30616.4346255882
2024,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",30616.4346255882
2024,"Other Sectors","Ambitious-Baseline-Baseline-Baseline-USA Recycling",30616.4346255882
2024,"Other Sectors","Ambitious-Baseline-High Capacity-Baseline-Baseline",30616.4346255882
2024,"Other Sectors","Ambitious-Baseline-Low Capacity-Baseline-Baseline",30616.4346255882
2024,"Other Sectors","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",30616.4346255882
2024,"Other Sectors","Ambitious-Double LFP-Baseline-Baseline-Baseline",30616.4346255882
2024,"Other Sectors","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",30616.4346255882
2024,"Other Sectors","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",30616.4346255882
2024,"Other Sectors","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",30616.4346255882
2024,"Recycling","Ambitious-Baseline-Baseline-Baseline-Baseline",-2811.09585289139
2024,"Recycling","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",-2746.86611731524
2024,"Recycling","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",-3080.30456367798
2024,"Recycling","Ambitious-Baseline-Baseline-Baseline-USA Recycling",-2877.42630121145
2024,"Recycling","Ambitious-Baseline-High Capacity-Baseline-Baseline",-2919.71533790304
2024,"Recycling","Ambitious-Baseline-Low Capacity-Baseline-Baseline",-2760.69748008847
2024,"Recycling","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",-3026.02178180104
2024,"Recycling","Ambitious-Double LFP-Baseline-Baseline-Baseline",-2799.42378617853
2024,"Recycling","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",-2811.24578211574
2024,"Recycling","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",-2811.09585289139
2024,"Recycling","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",-2811.09585289139
2024,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Baseline",10603.2800565599
2024,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",10562.8044767897
2024,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",10636.8542090861
2024,"Stationary Power Storage","Ambitious-Baseline-Baseline-Baseline-USA Recycling",10603.2800565599
2024,"Stationary Power Storage","Ambitious-Baseline-High Capacity-Baseline-Baseline",10598.5003142311
2024,"Stationary Power Storage","Ambitious-Baseline-Low Capacity-Baseline-Baseline",10606.9860250348
2024,"Stationary Power Storage","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",10639.0611125471
2024,"Stationary Power Storage","Ambitious-Double LFP-Baseline-Baseline-Baseline",10603.2800565599
2024,"Stationary Power Storage","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",10603.2800565599
2024,"Stationary Power Storage","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",10603.2800565599
