"t","Region","Scenario","Demand"
2023,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",56007.4611333727
2023,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",55988.0835977814
2023,"China","Ambitious-Baseline-Baseline-Baseline-USA Recycling",55997.7723655771
2023,"China","Ambitious-Baseline-High Capacity-Baseline-Baseline",58384.4490694358
2023,"China","Ambitious-Baseline-Low Capacity-Baseline-Baseline",55088.3511370125
2023,"China","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",55078.6623692168
2023,"China","Ambitious-Double LFP-Baseline-Baseline-Baseline",55664.8678015294
2023,"China","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",56009.0667721372
2023,"China","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",55997.7723655771
2023,"China","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",55997.7723655771
2023,"EFTA","Ambitious-Baseline-Baseline-Baseline-Baseline",2950.88561929973
2023,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",2950.041381735
2023,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",2948.03337909669
2023,"EFTA","Ambitious-Baseline-Baseline-Baseline-USA Recycling",2950.88561929973
2023,"EFTA","Ambitious-Baseline-High Capacity-Baseline-Baseline",2992.11775686815
2023,"EFTA","Ambitious-Baseline-Low Capacity-Baseline-Baseline",2884.07604686132
2023,"EFTA","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",2881.22213394438
2023,"EFTA","Ambitious-Double LFP-Baseline-Baseline-Baseline",2950.4220128362
2023,"EFTA","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",2948.85497782206
2023,"EFTA","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",2950.88561929973
2023,"EFTA","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",2950.88561929973
2023,"European Union","Ambitious-Baseline-Baseline-Baseline-Baseline",27011.5740956308
2023,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",27008.8512570322
2023,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",27014.2969342293
2023,"European Union","Ambitious-Baseline-Baseline-Baseline-USA Recycling",27011.5740956308
2023,"European Union","Ambitious-Baseline-High Capacity-Baseline-Baseline",27697.1743401916
2023,"European Union","Ambitious-Baseline-Low Capacity-Baseline-Baseline",26641.3654610469
2023,"European Union","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",26644.0764725243
2023,"European Union","Ambitious-Double LFP-Baseline-Baseline-Baseline",27007.9387933878
2023,"European Union","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",26989.7696457079
2023,"European Union","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",27011.5740956308
2023,"European Union","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",27011.5740956308
2023,"India","Ambitious-Baseline-Baseline-Baseline-Baseline",4160.95222553181
2023,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",4160.41443879644
2023,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",4160.05009086339
2023,"India","Ambitious-Baseline-Baseline-Baseline-USA Recycling",4160.95222553181
2023,"India","Ambitious-Baseline-High Capacity-Baseline-Baseline",4265.38354169578
2023,"India","Ambitious-Baseline-Low Capacity-Baseline-Baseline",4143.82461690632
2023,"India","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",4142.90430420667
2023,"India","Ambitious-Double LFP-Baseline-Baseline-Baseline",4160.93437932108
2023,"India","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",4157.52298616964
2023,"India","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",4160.95222553181
2023,"India","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",4160.95222553181
2023,"Japan","Ambitious-Baseline-Baseline-Baseline-Baseline",5188.87216005506
2023,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",5188.88268637576
2023,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",5187.64261511384
2023,"Japan","Ambitious-Baseline-Baseline-Baseline-USA Recycling",5188.87216005506
2023,"Japan","Ambitious-Baseline-High Capacity-Baseline-Baseline",5376.13357033901
2023,"Japan","Ambitious-Baseline-Low Capacity-Baseline-Baseline",5161.66597463678
